installation_id,customer_id,scheduled_date,completed_date,installation_delay_days,over_sla_flag,first_time_success_flag
77,77,2024-09-02,2024-09-06,4,False,True
78,78,2024-06-18,2024-06-26,8,True,True
79,79,2025-02-17,2025-02-21,4,False,True
80,80,2025-05-06,2025-05-13,7,False,True
81,81,2025-11-20,2025-11-26,6,False,True
82,82,2024-11-16,2024-11-23,7,False,True
83,83,2024-04-29,2024-05-07,8,True,False
84,84,2025-09-05,2025-09-09,4,False,True
85,85,2025-04-06,2025-04-11,5,False,True
86,86,2025-05-29,2025-06-02,4,False,True
87,87,2024-03-16,2024-03-20,4,False,True
88,88,2024-08-20,2024-08-23,3,False,True
89,89,2025-07-17,2025-07-25,8,True,True
90,90,2025-09-03,2025-09-05,2,False,True
91,91,2024-11-18,2024-11-22,4,False,True
92,92,2025-08-15,2025-08-21,6,False,True
93,93,2025-09-12,2025-09-15,3,False,True
94,94,2024-10-12,2024-10-15,3,False,True
95,95,2025-10-19,2025-10-22,3,False,True
96,96,2024-08-03,2024-08-05,2,False,True
97,97,2024-06-28,2024-07-02,4,False,True
98,98,2025-05-16,2025-05-21,5,False,True
99,99,2025-04-13,2025-04-20,7,False,True
100,100,2024-04-17,2024-04-19,2,False,True
101,101,2025-09-05,2025-09-09,4,False,True
102,102,2024-05-31,2024-06-06,6,False,True
103,103,2025-08-14,2025-08-16,2,False,False
104,104,2024-01-10,2024-01-17,7,False,True
105,105,2025-08-08,2025-08-11,3,False,True
106,106,2025-08-01,2025-08-06,5,False,True
107,107,2025-07-28,2025-08-01,4,False,True
108,108,2025-05-02,2025-05-07,5,False,False
109,109,2024-12-15,2024-12-22,7,False,True
110,110,2025-06-01,2025-06-05,4,False,True
111,111,2024-07-24,2024-07-30,6,False,True
112,112,2025-07-28,2025-08-06,9,True,True
113,113,2025-02-12,2025-02-14,2,False,True
114,114,2024-12-03,2024-12-07,4,False,True
115,115,2025-01-05,2025-01-09,4,False,True
116,116,2025-02-20,2025-02-25,5,False,False
117,117,2024-02-02,2024-02-07,5,False,False
118,118,2024-04-15,2024-04-20,5,False,True
119,119,2024-07-02,2024-07-08,6,False,True
120,120,2024-03-25,2024-04-01,7,False,True
121,121,2024-11-22,2024-11-28,6,False,True
122,122,2025-05-05,2025-05-08,3,False,True
123,123,2025-04-26,2025-04-29,3,False,True
124,124,2024-12-13,2024-12-19,6,False,True
125,125,2025-09-21,2025-09-26,5,False,True
126,126,2025-02-18,2025-02-22,4,False,True
127,127,2024-03-03,2024-03-07,4,False,True
128,128,2025-07-14,2025-07-17,3,False,True
129,129,2025-02-28,2025-03-12,12,True,True
130,130,2025-04-10,2025-04-12,2,False,True
131,131,2025-02-22,2025-02-22,0,False,True
132,132,2025-02-11,2025-02-16,5,False,True
133,133,2024-03-12,2024-03-15,3,False,False
134,134,2025-02-17,2025-02-22,5,False,True
135,135,2025-08-06,2025-08-13,7,False,True
136,136,2024-08-12,2024-08-14,2,False,True
137,137,2025-03-17,2025-03-18,1,False,True
138,138,2024-01-27,2024-01-30,3,False,True
139,139,2024-09-12,2024-09-15,3,False,True
140,140,2024-11-16,2024-11-20,4,False,False
141,141,2025-12-24,2025-12-29,5,False,True
142,142,2024-06-09,2024-06-16,7,False,True
143,143,2024-07-24,2024-07-28,4,False,False
144,144,2024-10-26,2024-11-01,6,False,True
145,145,2025-12-31,2026-01-05,5,False,True
146,146,2025-09-20,2025-09-24,4,False,True
147,147,2024-01-27,2024-02-03,7,False,True
148,148,2024-06-24,2024-06-25,1,False,True
149,149,2025-08-25,2025-08-31,6,False,True
150,150,2024-02-16,2024-02-20,4,False,True
151,151,2025-09-19,2025-09-21,2,False,False
152,152,2024-07-25,2024-07-28,3,False,True
153,153,2025-11-05,2025-11-11,6,False,True
154,154,2024-08-07,2024-08-09,2,False,True
155,155,2024-11-17,2024-11-22,5,False,True
156,156,2025-04-29,2025-05-05,6,False,True
157,157,2024-04-05,2024-04-09,4,False,True
158,158,2025-02-14,2025-02-16,2,False,True
159,159,2025-01-08,2025-01-12,4,False,True
160,160,2025-07-31,2025-08-08,8,True,True
161,161,2026-01-03,2026-01-06,3,False,True
162,162,2025-05-04,2025-05-06,2,False,True
163,163,2024-10-31,2024-11-04,4,False,True
164,164,2024-10-29,2024-10-30,1,False,True
165,165,2024-11-03,2024-11-07,4,False,True
166,166,2025-08-22,2025-08-28,6,False,True
167,167,2024-08-23,2024-08-29,6,False,True
168,168,2024-05-06,2024-05-08,2,False,True
169,169,2024-09-03,2024-09-06,3,False,True
170,170,2024-01-19,2024-01-25,6,False,True
171,171,2024-03-21,2024-03-26,5,False,True
172,172,2024-03-08,2024-03-11,3,False,True
173,173,2025-07-22,2025-07-26,4,False,True
174,174,2025-06-15,2025-06-19,4,False,True
175,175,2025-05-28,2025-05-28,0,False,True
176,176,2024-12-06,2024-12-12,6,False,True
177,177,2025-06-10,2025-06-16,6,False,True
178,178,2024-05-01,2024-05-04,3,False,True
179,179,2025-10-25,2025-10-26,1,False,True
180,180,2025-01-04,2025-01-11,7,False,True
181,181,2025-11-20,2025-11-24,4,False,True
182,182,2024-04-25,2024-04-30,5,False,True
183,183,2024-12-30,2024-12-31,1,False,True
184,184,2025-05-25,2025-05-27,2,False,True
185,185,2024-12-31,2025-01-05,5,False,True
186,186,2024-11-24,2024-11-30,6,False,True
187,187,2024-05-05,2024-05-07,2,False,True
188,188,2024-10-10,2024-10-14,4,False,False
189,189,2024-06-27,2024-06-29,2,False,True
190,190,2024-08-10,2024-08-13,3,False,True
191,191,2025-05-16,2025-05-20,4,False,True
192,192,2025-04-06,2025-04-11,5,False,True
193,193,2025-03-20,2025-03-20,0,False,True
194,194,2024-09-25,2024-10-02,7,False,True
195,195,2025-12-06,2025-12-10,4,False,True
196,196,2024-03-06,2024-03-13,7,False,True
197,197,2024-09-11,2024-09-16,5,False,True
198,198,2024-03-30,2024-04-05,6,False,True
199,199,2024-09-09,2024-09-17,8,True,True
200,200,2025-12-08,2025-12-10,2,False,True
201,201,2024-09-26,2024-10-20,24,True,True
202,202,2025-10-29,2025-10-31,2,False,True
203,203,2024-12-29,2025-01-02,4,False,True
204,204,2025-05-31,2025-06-05,5,False,True
205,205,2024-12-03,2024-12-17,14,True,False
206,206,2024-07-18,2024-07-21,3,False,True
207,207,2025-07-15,2025-07-28,13,True,False
208,208,2025-12-12,2025-12-16,4,False,True
209,209,2024-07-12,2024-07-14,2,False,True
210,210,2025-07-28,2025-07-31,3,False,True
211,211,2024-07-13,2024-07-18,5,False,True
212,212,2025-06-10,2025-06-16,6,False,True
213,213,2025-08-04,2025-08-10,6,False,True
214,214,2024-11-26,2024-11-29,3,False,True
215,215,2025-06-23,2025-06-29,6,False,True
216,216,2024-07-22,2024-07-26,4,False,True
217,217,2024-03-02,2024-03-05,3,False,True
218,218,2024-03-14,2024-03-16,2,False,True
219,219,2024-11-26,2024-11-26,0,False,True
220,220,2025-10-23,2025-10-29,6,False,True
221,221,2024-04-05,2024-04-09,4,False,True
222,222,2024-12-01,2024-12-03,2,False,True
223,223,2025-05-31,2025-06-01,1,False,True
224,224,2024-05-29,2024-06-01,3,False,True
225,225,2025-06-12,2025-06-17,5,False,False
226,226,2024-08-13,2024-08-18,5,False,True
227,227,2025-08-17,2025-08-21,4,False,False
228,228,2025-03-01,2025-03-06,5,False,True
229,229,2025-02-06,2025-02-10,4,False,True
230,230,2024-05-14,2024-05-19,5,False,True
231,231,2024-12-05,2024-12-09,4,False,True
232,232,2025-09-23,2025-09-27,4,False,True
233,233,2024-01-16,2024-01-22,6,False,True
234,234,2025-07-11,2025-07-17,6,False,True
235,235,2024-12-27,2024-12-31,4,False,True
236,236,2025-06-12,2025-06-15,3,False,True
237,237,2025-05-04,2025-05-07,3,False,True
238,238,2024-11-12,2024-11-12,0,False,True
239,239,2024-08-16,2024-08-22,6,False,True
240,240,2025-04-06,2025-04-09,3,False,True
241,241,2024-04-15,2024-04-21,6,False,True
242,242,2025-03-06,2025-03-10,4,False,True
243,243,2024-03-12,2024-03-19,7,False,True
244,244,2025-04-24,2025-04-29,5,False,True
245,245,2025-04-06,2025-04-12,6,False,True
246,246,2024-03-04,2024-03-07,3,False,True
247,247,2025-07-10,2025-07-11,1,False,True
248,248,2024-11-04,2024-11-08,4,False,False
249,249,2025-08-01,2025-08-01,0,False,True
250,250,2024-02-05,2024-02-09,4,False,True
251,251,2024-05-12,2024-05-14,2,False,True
252,252,2024-12-28,2024-12-30,2,False,True
253,253,2024-05-20,2024-05-29,9,True,True
254,254,2024-09-03,2024-09-08,5,False,True
255,255,2025-04-29,2025-05-03,4,False,False
256,256,2024-04-17,2024-04-22,5,False,True
257,257,2025-05-11,2025-05-14,3,False,False
258,258,2024-03-21,2024-03-30,9,True,True
259,259,2024-05-09,2024-05-14,5,False,True
260,260,2025-03-09,2025-03-12,3,False,True
261,261,2025-08-05,2025-08-11,6,False,True
262,262,2024-05-07,2024-05-13,6,False,True
263,263,2024-08-11,2024-08-13,2,False,True
264,264,2025-11-10,2025-11-15,5,False,True
265,265,2025-12-25,2025-12-27,2,False,True
266,266,2025-03-03,2025-03-06,3,False,True
267,267,2024-11-23,2024-11-27,4,False,True
268,268,2024-09-15,2024-09-16,1,False,True
269,269,2025-03-28,2025-03-31,3,False,False
270,270,2025-03-12,2025-03-16,4,False,True
271,271,2024-08-06,2024-08-11,5,False,False
272,272,2024-01-20,2024-01-25,5,False,True
273,273,2024-04-23,2024-04-28,5,False,True
274,274,2025-12-06,2025-12-14,8,True,True
275,275,2024-11-05,2024-11-11,6,False,False
276,276,2024-12-21,2024-12-25,4,False,True
277,277,2024-12-12,2024-12-14,2,False,False
278,278,2025-07-29,2025-08-01,3,False,True
279,279,2024-02-21,2024-02-22,1,False,True
280,280,2024-03-03,2024-03-07,4,False,True
281,281,2024-07-23,2024-07-28,5,False,True
282,282,2024-12-26,2025-01-01,6,False,True
283,283,2025-05-07,2025-05-12,5,False,True
284,284,2024-12-28,2025-01-03,6,False,True
285,285,2024-11-20,2024-11-26,6,False,True
286,286,2025-11-19,2025-11-21,2,False,True
287,287,2024-04-29,2024-05-05,6,False,True
288,288,2025-02-25,2025-03-01,4,False,True
289,289,2025-02-04,2025-02-07,3,False,True
290,290,2024-12-17,2024-12-21,4,False,True
291,291,2025-08-15,2025-08-20,5,False,True
292,292,2024-07-15,2024-07-19,4,False,True
293,293,2025-12-03,2025-12-07,4,False,False
294,294,2024-09-01,2024-09-03,2,False,False
295,295,2025-02-06,2025-02-11,5,False,True
296,296,2025-01-17,2025-02-01,15,True,True
297,297,2025-09-18,2025-09-20,2,False,True
298,298,2024-11-17,2024-11-19,2,False,True
299,299,2024-07-28,2024-08-06,9,True,True
300,300,2024-01-18,2024-01-25,7,False,False
301,301,2024-09-25,2024-09-29,4,False,True
302,302,2025-08-31,2025-09-03,3,False,False
303,303,2024-01-11,2024-01-17,6,False,True
304,304,2025-10-19,2025-11-08,20,True,True
305,305,2025-02-01,2025-02-05,4,False,True
306,306,2024-04-17,2024-04-23,6,False,True
307,307,2024-08-11,2024-08-13,2,False,True
308,308,2025-02-14,2025-02-17,3,False,True
309,309,2024-08-20,2024-08-31,11,True,False
310,310,2024-03-22,2024-03-26,4,False,True
311,311,2025-05-03,2025-05-08,5,False,True
312,312,2025-05-09,2025-05-15,6,False,False
313,313,2024-03-28,2024-03-29,1,False,True
314,314,2024-07-25,2024-07-29,4,False,True
315,315,2024-07-01,2024-07-09,8,True,False
316,316,2025-05-01,2025-05-04,3,False,True
317,317,2025-06-20,2025-06-23,3,False,True
318,318,2025-06-18,2025-06-18,0,False,True
319,319,2025-11-20,2025-11-24,4,False,True
320,320,2025-07-18,2025-07-23,5,False,True
321,321,2024-08-24,2024-08-29,5,False,True
322,322,2024-03-23,2024-03-25,2,False,False
323,323,2025-03-26,2025-03-30,4,False,True
324,324,2025-11-04,2025-11-11,7,False,True
325,325,2025-12-17,2025-12-21,4,False,True
326,326,2024-06-20,2024-06-22,2,False,True
327,327,2024-06-23,2024-06-27,4,False,True
328,328,2024-02-02,2024-02-04,2,False,True
329,329,2024-04-18,2024-04-18,0,False,True
330,330,2025-02-14,2025-02-19,5,False,True
331,331,2025-02-04,2025-02-08,4,False,True
332,332,2024-10-02,2024-10-07,5,False,True
333,333,2024-08-15,2024-08-19,4,False,True
334,334,2025-08-30,2025-09-04,5,False,True
335,335,2024-12-03,2024-12-14,11,True,True
336,336,2025-08-17,2025-08-25,8,True,True
337,337,2025-12-09,2025-12-15,6,False,True
338,338,2024-08-24,2024-09-01,8,True,True
339,339,2024-06-01,2024-06-02,1,False,True
340,340,2025-11-30,2025-12-04,4,False,True
341,341,2025-04-10,2025-04-19,9,True,True
342,342,2024-08-04,2024-08-06,2,False,True
343,343,2025-04-04,2025-04-12,8,True,False
344,344,2025-01-13,2025-01-15,2,False,True
345,345,2025-10-27,2025-10-27,0,False,True
346,346,2024-07-09,2024-07-15,6,False,True
347,347,2025-12-28,2025-12-31,3,False,True
348,348,2025-11-19,2025-11-25,6,False,True
349,349,2024-05-14,2024-05-16,2,False,True
350,350,2024-05-05,2024-05-08,3,False,True
351,351,2025-01-29,2025-02-04,6,False,True
352,352,2024-02-03,2024-02-04,1,False,False
353,353,2024-08-09,2024-08-13,4,False,True
354,354,2024-11-15,2024-11-30,15,True,True
355,355,2025-12-11,2025-12-14,3,False,True
356,356,2025-12-28,2026-01-02,5,False,True
357,357,2024-04-24,2024-05-01,7,False,True
358,358,2025-10-15,2025-10-31,16,True,True
359,359,2024-03-09,2024-03-17,8,True,True
360,360,2025-07-05,2025-07-22,17,True,True
361,361,2025-09-14,2025-09-19,5,False,True
362,362,2025-10-14,2025-10-18,4,False,True
363,363,2024-06-14,2024-06-19,5,False,True
364,364,2025-10-19,2025-10-23,4,False,True
365,365,2024-03-26,2024-03-27,1,False,False
366,366,2025-01-17,2025-01-24,7,False,True
367,367,2024-12-12,2024-12-18,6,False,True
368,368,2024-08-22,2024-08-23,1,False,True
369,369,2024-01-21,2024-01-23,2,False,True
370,370,2025-07-21,2025-07-24,3,False,True
371,371,2024-09-05,2024-09-10,5,False,True
372,372,2025-05-02,2025-05-11,9,True,False
373,373,2024-10-28,2024-10-30,2,False,True
374,374,2024-10-03,2024-10-07,4,False,True
375,375,2025-10-12,2025-10-16,4,False,True
376,376,2024-03-12,2024-03-17,5,False,True
377,377,2025-06-26,2025-07-06,10,True,True
378,378,2025-07-03,2025-07-06,3,False,True
379,379,2024-10-09,2024-10-18,9,True,True
380,380,2024-07-13,2024-07-18,5,False,True
381,381,2024-01-08,2024-01-14,6,False,True
382,382,2025-11-17,2025-11-23,6,False,True
383,383,2025-11-28,2025-12-03,5,False,True
384,384,2024-06-30,2024-07-04,4,False,True
385,385,2024-01-27,2024-01-31,4,False,True
386,386,2024-04-03,2024-04-06,3,False,True
387,387,2024-02-22,2024-02-24,2,False,True
388,388,2025-08-31,2025-09-04,4,False,True
389,389,2025-10-18,2025-10-23,5,False,True
390,390,2024-04-26,2024-04-30,4,False,False
391,391,2025-07-02,2025-07-08,6,False,True
392,392,2024-05-13,2024-05-15,2,False,True
393,393,2024-09-29,2024-10-01,2,False,False
394,394,2025-03-17,2025-03-23,6,False,True
395,395,2025-06-15,2025-06-18,3,False,True
396,396,2025-10-03,2025-10-09,6,False,True
397,397,2024-02-05,2024-02-09,4,False,True
398,398,2024-05-24,2024-06-01,8,True,True
399,399,2024-07-28,2024-08-03,6,False,True
400,400,2024-08-16,2024-08-30,14,True,False
401,401,2025-12-31,2026-01-06,6,False,True
402,402,2025-07-25,2025-07-28,3,False,True
403,403,2024-08-25,2024-08-26,1,False,True
404,404,2025-12-13,2025-12-18,5,False,True
405,405,2025-01-04,2025-01-12,8,True,False
406,406,2025-01-02,2025-01-02,0,False,True
407,407,2024-11-15,2024-11-20,5,False,True
408,408,2024-04-17,2024-04-18,1,False,True
409,409,2025-11-19,2025-11-23,4,False,True
410,410,2024-01-13,2024-01-17,4,False,True
411,411,2024-05-09,2024-05-27,18,True,True
412,412,2024-06-19,2024-06-23,4,False,False
413,413,2024-07-25,2024-08-01,7,False,True
414,414,2024-04-08,2024-04-14,6,False,True
415,415,2024-01-16,2024-01-20,4,False,True
416,416,2025-05-13,2025-05-19,6,False,True
417,417,2025-12-13,2025-12-30,17,True,True
418,418,2024-04-02,2024-04-05,3,False,False
419,419,2024-08-09,2024-08-12,3,False,True
420,420,2025-01-07,2025-01-14,7,False,True
421,421,2025-11-14,2025-11-17,3,False,True
422,422,2025-05-26,2025-05-26,0,False,True
423,423,2025-07-15,2025-07-20,5,False,True
424,424,2025-03-04,2025-03-07,3,False,True
425,425,2024-11-05,2024-11-08,3,False,True
426,426,2024-05-30,2024-06-03,4,False,True
427,427,2025-09-25,2025-09-28,3,False,False
428,428,2025-08-13,2025-08-22,9,True,True
429,429,2024-01-24,2024-01-31,7,False,True
430,430,2025-06-08,2025-06-19,11,True,True
431,431,2024-03-05,2024-03-09,4,False,True
432,432,2025-06-27,2025-07-04,7,False,True
433,433,2025-08-31,2025-09-04,4,False,True
434,434,2024-04-10,2024-04-16,6,False,True
435,435,2024-11-17,2024-11-22,5,False,True
436,436,2024-04-03,2024-04-07,4,False,True
437,437,2025-02-21,2025-03-05,12,True,True
438,438,2025-11-13,2025-11-16,3,False,True
439,439,2024-03-01,2024-03-05,4,False,True
440,440,2024-10-20,2024-10-22,2,False,True
441,441,2025-12-14,2025-12-16,2,False,True
442,442,2024-08-12,2024-08-15,3,False,True
443,443,2024-04-11,2024-04-16,5,False,True
444,444,2024-12-25,2024-12-30,5,False,True
445,445,2025-01-10,2025-01-16,6,False,False
446,446,2025-05-02,2025-05-04,2,False,True
447,447,2024-08-22,2024-08-27,5,False,True
448,448,2025-12-02,2025-12-06,4,False,True
449,449,2025-01-19,2025-01-24,5,False,True
450,450,2024-08-01,2024-08-04,3,False,True
451,451,2025-12-07,2025-12-10,3,False,True
452,452,2025-11-11,2025-11-12,1,False,True
453,453,2025-01-01,2025-01-04,3,False,False
454,454,2024-01-23,2024-01-27,4,False,True
455,455,2025-03-14,2025-03-18,4,False,True
456,456,2025-02-13,2025-02-14,1,False,True
457,457,2024-04-23,2024-04-26,3,False,True
458,458,2025-04-11,2025-04-15,4,False,True
459,459,2025-09-11,2025-09-18,7,False,True
460,460,2024-03-19,2024-03-21,2,False,True
461,461,2025-06-15,2025-06-20,5,False,False
462,462,2024-04-17,2024-04-20,3,False,True
463,463,2025-07-05,2025-07-08,3,False,True
464,464,2024-11-04,2024-11-06,2,False,True
465,465,2024-01-08,2024-01-10,2,False,True
466,466,2025-12-08,2025-12-11,3,False,True
467,467,2024-05-06,2024-05-12,6,False,True
468,468,2025-03-12,2025-03-14,2,False,True
469,469,2024-05-15,2024-05-17,2,False,True
470,470,2025-11-16,2025-11-27,11,True,True
471,471,2025-06-27,2025-07-01,4,False,True
472,472,2025-08-13,2025-08-17,4,False,True
473,473,2024-11-12,2024-11-17,5,False,True
474,474,2024-12-11,2024-12-13,2,False,True
475,475,2025-04-13,2025-04-20,7,False,False
476,476,2025-07-31,2025-08-06,6,False,True
477,477,2025-09-12,2025-09-16,4,False,True
478,478,2024-01-15,2024-01-20,5,False,True
479,479,2025-05-02,2025-05-08,6,False,True
480,480,2024-03-22,2024-03-28,6,False,True
481,481,2024-07-30,2024-07-31,1,False,True
482,482,2025-09-03,2025-09-15,12,True,False
483,483,2024-07-06,2024-07-12,6,False,True
484,484,2025-08-09,2025-08-14,5,False,True
485,485,2024-12-09,2024-12-13,4,False,True
486,486,2024-06-24,2024-06-25,1,False,True
487,487,2024-09-02,2024-09-05,3,False,True
488,488,2025-01-23,2025-01-27,4,False,True
489,489,2025-07-17,2025-07-18,1,False,True
490,490,2025-03-23,2025-03-29,6,False,True
491,491,2025-11-17,2025-11-21,4,False,True
492,492,2025-10-01,2025-10-01,0,False,True
493,493,2025-07-08,2025-07-11,3,False,True
494,494,2025-03-19,2025-03-22,3,False,True
495,495,2024-07-31,2024-08-04,4,False,True
496,496,2024-11-01,2024-11-09,8,True,True
497,497,2024-03-29,2024-04-03,5,False,True
498,498,2024-10-02,2024-10-03,1,False,True
499,499,2025-11-13,2025-11-14,1,False,False
500,500,2024-11-11,2024-11-14,3,False,False
501,501,2024-03-27,2024-03-31,4,False,True
502,502,2025-04-25,2025-05-01,6,False,True
503,503,2025-12-08,2025-12-15,7,False,True
504,504,2025-09-29,2025-10-07,8,True,True
505,505,2024-07-24,2024-07-27,3,False,True
506,506,2024-11-28,2024-12-04,6,False,True
507,507,2025-01-26,2025-01-31,5,False,False
508,508,2024-07-03,2024-07-05,2,False,True
509,509,2024-07-16,2024-07-16,0,False,True
510,510,2024-06-26,2024-06-30,4,False,True
511,511,2025-12-29,2026-01-08,10,True,True
512,512,2025-07-03,2025-07-05,2,False,True
513,513,2025-09-10,2025-09-13,3,False,True
514,514,2025-08-22,2025-08-26,4,False,True
515,515,2025-12-04,2025-12-14,10,True,True
516,516,2024-03-22,2024-03-26,4,False,False
517,517,2025-10-10,2025-10-13,3,False,True
518,518,2024-02-19,2024-02-19,0,False,True
519,519,2024-12-17,2024-12-22,5,False,True
520,520,2025-03-11,2025-03-15,4,False,True
521,521,2024-09-22,2024-09-25,3,False,True
522,522,2024-04-18,2024-04-24,6,False,False
523,523,2024-05-24,2024-05-26,2,False,True
524,524,2025-08-30,2025-09-02,3,False,True
525,525,2024-08-24,2024-08-28,4,False,True
526,526,2024-08-18,2024-08-21,3,False,True
527,527,2025-11-09,2025-11-14,5,False,False
528,528,2024-04-19,2024-04-24,5,False,True
529,529,2025-11-05,2025-11-11,6,False,True
530,530,2025-11-09,2025-11-14,5,False,True
531,531,2025-03-17,2025-03-25,8,True,True
532,532,2024-05-04,2024-05-16,12,True,True
533,533,2024-04-25,2024-04-30,5,False,True
534,534,2024-07-29,2024-08-02,4,False,True
535,535,2025-03-02,2025-03-09,7,False,True
536,536,2024-04-26,2024-05-01,5,False,True
537,537,2024-12-02,2024-12-06,4,False,True
538,538,2024-03-28,2024-04-02,5,False,True
539,539,2025-02-02,2025-02-04,2,False,True
540,540,2024-01-19,2024-01-26,7,False,True
541,541,2025-06-03,2025-06-06,3,False,True
542,542,2024-02-11,2024-02-16,5,False,False
543,543,2024-05-24,2024-05-27,3,False,True
544,544,2024-05-09,2024-05-15,6,False,True
545,545,2025-09-03,2025-09-09,6,False,True
546,546,2024-02-12,2024-02-22,10,True,True
547,547,2024-11-12,2024-11-19,7,False,True
548,548,2025-03-09,2025-03-13,4,False,True
549,549,2025-01-13,2025-01-19,6,False,True
550,550,2025-05-17,2025-05-20,3,False,True
551,551,2025-08-15,2025-08-20,5,False,True
552,552,2024-10-15,2024-10-17,2,False,True
553,553,2025-08-31,2025-09-04,4,False,True
554,554,2024-08-25,2024-08-29,4,False,True
555,555,2025-12-24,2025-12-30,6,False,True
556,556,2025-01-04,2025-01-07,3,False,True
557,557,2025-06-25,2025-07-07,12,True,True
558,558,2025-10-06,2025-10-08,2,False,True
559,559,2025-08-04,2025-08-08,4,False,True
560,560,2025-09-17,2025-09-22,5,False,True
561,561,2025-01-29,2025-02-03,5,False,True
562,562,2024-02-02,2024-02-07,5,False,True
563,563,2024-12-31,2025-01-04,4,False,True
564,564,2024-05-14,2024-05-17,3,False,True
565,565,2025-10-14,2025-10-22,8,True,False
566,566,2024-06-24,2024-06-27,3,False,True
567,567,2024-06-19,2024-06-23,4,False,False
568,568,2024-07-05,2024-07-08,3,False,True
569,569,2025-04-17,2025-04-19,2,False,True
570,570,2025-02-22,2025-02-23,1,False,True
571,571,2025-11-26,2025-12-01,5,False,False
572,572,2024-11-02,2024-11-05,3,False,True
573,573,2024-07-29,2024-07-31,2,False,True
574,574,2024-02-10,2024-02-12,2,False,True
575,575,2024-01-07,2024-01-12,5,False,True
576,576,2024-10-04,2024-10-08,4,False,True
577,577,2025-11-10,2025-11-14,4,False,True
578,578,2025-01-20,2025-01-22,2,False,True
579,579,2025-10-20,2025-10-25,5,False,True
