payment_id,customer_id,payment_date,amount,payment_status
99,8,2025-12-20,44.78,paid
100,9,2024-05-27,43.3,paid
101,9,2024-06-26,43.3,paid
102,9,2024-07-26,43.3,paid
103,9,2024-08-25,43.3,paid
104,9,2024-09-24,43.3,paid
105,9,2024-10-24,43.3,paid
106,9,2024-11-23,43.3,paid
107,9,2024-12-23,43.3,paid
108,9,2025-01-22,43.3,paid
109,9,2025-02-21,43.3,paid
110,9,2025-03-23,43.3,paid
111,9,2025-04-22,43.3,paid
112,9,2025-05-22,43.3,paid
113,9,2025-06-21,43.3,paid
114,9,2025-07-21,43.3,paid
115,9,2025-08-20,43.3,paid
116,9,2025-09-19,43.3,paid
117,9,2025-10-19,43.3,paid
118,9,2025-11-18,43.3,paid
119,9,2025-12-18,43.3,paid
120,10,2024-03-09,43.26,paid
121,10,2024-04-08,43.26,paid
122,10,2024-05-08,43.26,paid
123,10,2024-06-07,43.26,paid
124,10,2024-07-07,43.26,paid
125,10,2024-08-06,43.26,paid
126,10,2024-09-05,43.26,paid
127,10,2024-10-05,43.26,paid
128,10,2024-11-04,43.26,paid
129,10,2024-12-04,43.26,paid
130,10,2025-01-03,43.26,failed
131,10,2025-02-02,43.26,paid
132,10,2025-03-04,43.26,paid
133,10,2025-04-03,43.26,paid
134,10,2025-05-03,43.26,paid
135,10,2025-06-02,43.26,paid
136,10,2025-07-02,43.26,paid
137,10,2025-08-01,43.26,paid
138,10,2025-08-31,43.26,paid
139,10,2025-09-30,43.26,paid
140,10,2025-10-30,43.26,paid
141,10,2025-11-29,43.26,paid
142,10,2025-12-29,43.26,paid
143,11,2025-01-19,35.46,paid
144,11,2025-02-18,35.46,paid
145,11,2025-03-20,35.46,paid
146,11,2025-04-19,35.46,paid
147,11,2025-05-19,35.46,paid
148,11,2025-06-18,35.46,paid
149,11,2025-07-18,35.46,paid
150,11,2025-08-17,35.46,paid
151,11,2025-09-16,35.46,paid
152,11,2025-10-16,35.46,paid
153,11,2025-11-15,35.46,paid
154,11,2025-12-15,35.46,paid
155,12,2025-12-14,48.75,failed
156,13,2025-06-21,36.98,paid
157,13,2025-07-21,36.98,paid
158,13,2025-08-20,36.98,paid
159,13,2025-09-19,36.98,paid
160,13,2025-10-19,36.98,paid
161,13,2025-11-18,36.98,paid
162,13,2025-12-18,36.98,paid
163,14,2025-07-10,52.74,paid
164,14,2025-08-09,52.74,paid
165,14,2025-09-08,52.74,paid
166,14,2025-10-08,52.74,paid
167,14,2025-11-07,52.74,paid
168,14,2025-12-07,52.74,paid
169,15,2025-06-08,38.42,paid
170,15,2025-07-08,38.42,paid
171,15,2025-08-07,38.42,paid
172,15,2025-09-06,38.42,paid
173,15,2025-10-06,38.42,paid
174,15,2025-11-05,38.42,paid
175,15,2025-12-05,38.42,paid
176,16,2025-07-28,31.52,paid
177,16,2025-08-27,31.52,paid
178,16,2025-09-26,31.52,paid
179,16,2025-10-26,31.52,paid
180,16,2025-11-25,31.52,paid
181,16,2025-12-25,31.52,paid
182,17,2025-01-10,43.38,paid
183,17,2025-02-09,43.38,paid
184,17,2025-03-11,43.38,paid
185,17,2025-04-10,43.38,paid
186,17,2025-05-10,43.38,paid
187,17,2025-06-09,43.38,paid
188,17,2025-07-09,43.38,paid
189,17,2025-08-08,43.38,paid
190,17,2025-09-07,43.38,failed
191,17,2025-10-07,43.38,paid
192,17,2025-11-06,43.38,paid
193,17,2025-12-06,43.38,paid
194,18,2024-04-03,38.44,paid
195,18,2024-05-03,38.44,paid
196,18,2024-06-02,38.44,paid
197,18,2024-07-02,38.44,paid
198,18,2024-08-01,38.44,paid
199,18,2024-08-31,38.44,paid
200,18,2024-09-30,38.44,paid
201,18,2024-10-30,38.44,paid
202,18,2024-11-29,38.44,paid
203,18,2024-12-29,38.44,failed
204,18,2025-01-28,38.44,paid
205,18,2025-02-27,38.44,paid
206,18,2025-03-29,38.44,paid
207,18,2025-04-28,38.44,paid
208,18,2025-05-28,38.44,paid
209,18,2025-06-27,38.44,paid
210,18,2025-07-27,38.44,paid
211,18,2025-08-26,38.44,paid
212,18,2025-09-25,38.44,paid
213,18,2025-10-25,38.44,paid
214,18,2025-11-24,38.44,paid
215,18,2025-12-24,38.44,paid
216,19,2025-09-05,32.66,paid
217,19,2025-10-05,32.66,paid
218,19,2025-11-04,32.66,paid
219,19,2025-12-04,32.66,paid
220,20,2024-11-25,35.26,paid
221,20,2024-12-25,35.26,paid
222,20,2025-01-24,35.26,paid
223,20,2025-02-23,35.26,paid
224,20,2025-03-25,35.26,paid
225,20,2025-04-24,35.26,paid
226,20,2025-05-24,35.26,paid
227,20,2025-06-23,35.26,paid
228,20,2025-07-23,35.26,paid
229,20,2025-08-22,35.26,paid
230,20,2025-09-21,35.26,paid
231,20,2025-10-21,35.26,paid
232,20,2025-11-20,35.26,paid
233,20,2025-12-20,35.26,paid
234,21,2024-12-31,31.25,paid
235,21,2025-01-30,31.25,paid
236,21,2025-03-01,31.25,paid
237,21,2025-03-31,31.25,paid
238,21,2025-04-30,31.25,paid
239,21,2025-05-30,31.25,paid
240,21,2025-06-29,31.25,paid
241,21,2025-07-29,31.25,paid
242,21,2025-08-28,31.25,paid
243,21,2025-09-27,31.25,paid
244,21,2025-10-27,31.25,paid
245,21,2025-11-26,31.25,failed
246,21,2025-12-26,31.25,paid
247,22,2024-09-28,50.39,paid
248,22,2024-10-28,50.39,paid
249,22,2024-11-27,50.39,paid
250,22,2024-12-27,50.39,paid
251,22,2025-01-26,50.39,paid
252,22,2025-02-25,50.39,paid
253,22,2025-03-27,50.39,failed
254,22,2025-04-26,50.39,failed
255,22,2025-05-26,50.39,paid
256,22,2025-06-25,50.39,paid
257,22,2025-07-25,50.39,paid
258,22,2025-08-24,50.39,paid
259,22,2025-09-23,50.39,paid
260,22,2025-10-23,50.39,paid
261,22,2025-11-22,50.39,paid
262,22,2025-12-22,50.39,paid
263,23,2024-05-13,42.9,paid
264,23,2024-06-12,42.9,paid
265,23,2024-07-12,42.9,paid
266,23,2024-08-11,42.9,paid
267,23,2024-09-10,42.9,paid
268,23,2024-10-10,42.9,paid
269,23,2024-11-09,42.9,paid
270,23,2024-12-09,42.9,paid
271,23,2025-01-08,42.9,paid
272,23,2025-02-07,42.9,paid
273,23,2025-03-09,42.9,paid
274,23,2025-04-08,42.9,paid
275,23,2025-05-08,42.9,paid
276,23,2025-06-07,42.9,paid
277,23,2025-07-07,42.9,paid
278,23,2025-08-06,42.9,paid
279,23,2025-09-05,42.9,paid
280,23,2025-10-05,42.9,paid
281,23,2025-11-04,42.9,paid
282,23,2025-12-04,42.9,failed
283,24,2025-11-08,30.88,failed
284,24,2025-12-08,30.88,paid
285,25,2025-07-25,44.35,paid
286,25,2025-08-24,44.35,paid
287,25,2025-09-23,44.35,paid
288,25,2025-10-23,44.35,paid
289,25,2025-11-22,44.35,paid
290,25,2025-12-22,44.35,paid
291,26,2025-04-15,44.65,paid
292,26,2025-05-15,44.65,paid
293,26,2025-06-14,44.65,paid
294,26,2025-07-14,44.65,paid
295,26,2025-08-13,44.65,paid
296,26,2025-09-12,44.65,paid
297,26,2025-10-12,44.65,paid
298,26,2025-11-11,44.65,paid
299,26,2025-12-11,44.65,paid
300,27,2024-10-21,55.17,paid
301,27,2024-11-20,55.17,paid
302,27,2024-12-20,55.17,paid
303,27,2025-01-19,55.17,paid
304,27,2025-02-18,55.17,paid
305,27,2025-03-20,55.17,paid
306,27,2025-04-19,55.17,paid
307,27,2025-05-19,55.17,paid
308,27,2025-06-18,55.17,paid
309,27,2025-07-18,55.17,paid
310,27,2025-08-17,55.17,paid
311,27,2025-09-16,55.17,paid
312,27,2025-10-16,55.17,paid
313,27,2025-11-15,55.17,paid
314,27,2025-12-15,55.17,paid
315,28,2025-08-24,43.05,paid
316,28,2025-09-23,43.05,paid
317,28,2025-10-23,43.05,paid
318,28,2025-11-22,43.05,paid
319,28,2025-12-22,43.05,paid
320,29,2025-02-02,27.78,paid
321,29,2025-03-04,27.78,paid
322,29,2025-04-03,27.78,paid
323,30,2024-11-20,34.02,paid
324,30,2024-12-20,34.02,paid
325,30,2025-01-19,34.02,paid
326,31,2024-11-25,46.04,paid
327,31,2024-12-25,46.04,paid
328,31,2025-01-24,46.04,paid
329,31,2025-02-23,46.04,paid
330,31,2025-03-25,46.04,failed
331,31,2025-04-24,46.04,paid
332,31,2025-05-24,46.04,paid
333,31,2025-06-23,46.04,paid
334,31,2025-07-23,46.04,paid
335,31,2025-08-22,46.04,paid
336,31,2025-09-21,46.04,paid
337,31,2025-10-21,46.04,paid
338,31,2025-11-20,46.04,paid
339,31,2025-12-20,46.04,paid
340,32,2024-06-15,57.75,paid
341,32,2024-07-15,57.75,paid
342,32,2024-08-14,57.75,paid
343,32,2024-09-13,57.75,paid
344,32,2024-10-13,57.75,paid
345,32,2024-11-12,57.75,paid
346,32,2024-12-12,57.75,paid
347,32,2025-01-11,57.75,paid
348,32,2025-02-10,57.75,paid
349,32,2025-03-12,57.75,paid
350,32,2025-04-11,57.75,paid
351,32,2025-05-11,57.75,paid
352,32,2025-06-10,57.75,paid
353,32,2025-07-10,57.75,paid
354,32,2025-08-09,57.75,failed
355,32,2025-09-08,57.75,paid
356,32,2025-10-08,57.75,paid
357,32,2025-11-07,57.75,paid
358,32,2025-12-07,57.75,paid
359,33,2024-03-08,46.93,paid
360,33,2024-04-07,46.93,failed
361,33,2024-05-07,46.93,paid
362,33,2024-06-06,46.93,paid
363,33,2024-07-06,46.93,paid
364,33,2024-08-05,46.93,failed
365,33,2024-09-04,46.93,paid
366,33,2024-10-04,46.93,paid
367,33,2024-11-03,46.93,paid
368,33,2024-12-03,46.93,paid
369,33,2025-01-02,46.93,paid
370,33,2025-02-01,46.93,paid
371,33,2025-03-03,46.93,paid
372,33,2025-04-02,46.93,paid
373,33,2025-05-02,46.93,paid
374,33,2025-06-01,46.93,paid
375,33,2025-07-01,46.93,paid
376,33,2025-07-31,46.93,paid
377,33,2025-08-30,46.93,paid
378,33,2025-09-29,46.93,paid
379,33,2025-10-29,46.93,paid
380,33,2025-11-28,46.93,paid
381,33,2025-12-28,46.93,paid
382,34,2025-02-09,30.4,paid
383,34,2025-03-11,30.4,paid
384,35,2025-10-11,46.23,paid
385,35,2025-11-10,46.23,paid
386,35,2025-12-10,46.23,paid
387,36,2024-02-16,37.67,paid
388,36,2024-03-17,37.67,paid
389,36,2024-04-16,37.67,paid
390,36,2024-05-16,37.67,paid
391,36,2024-06-15,37.67,paid
392,36,2024-07-15,37.67,paid
393,36,2024-08-14,37.67,paid
394,37,2025-09-19,44.58,paid
395,37,2025-10-19,44.58,paid
396,37,2025-11-18,44.58,paid
397,37,2025-12-18,44.58,paid
398,38,2025-08-27,30.67,paid
399,38,2025-09-26,30.67,paid
400,38,2025-10-26,30.67,paid
401,38,2025-11-25,30.67,paid
402,38,2025-12-25,30.67,paid
403,39,2024-07-21,55.74,paid
404,39,2024-08-20,55.74,paid
405,39,2024-09-19,55.74,paid
406,39,2024-10-19,55.74,paid
407,39,2024-11-18,55.74,paid
408,39,2024-12-18,55.74,paid
409,39,2025-01-17,55.74,paid
410,39,2025-02-16,55.74,paid
411,39,2025-03-18,55.74,paid
412,39,2025-04-17,55.74,paid
413,39,2025-05-17,55.74,paid
414,39,2025-06-16,55.74,paid
415,39,2025-07-16,55.74,paid
416,39,2025-08-15,55.74,paid
417,39,2025-09-14,55.74,paid
418,39,2025-10-14,55.74,paid
419,39,2025-11-13,55.74,paid
420,39,2025-12-13,55.74,paid
421,40,2025-04-06,53.39,paid
422,40,2025-05-06,53.39,paid
423,41,2024-04-30,31.54,paid
424,41,2024-05-30,31.54,failed
425,41,2024-06-29,31.54,paid
426,41,2024-07-29,31.54,paid
427,41,2024-08-28,31.54,paid
428,41,2024-09-27,31.54,paid
429,41,2024-10-27,31.54,paid
430,41,2024-11-26,31.54,paid
431,41,2024-12-26,31.54,paid
432,41,2025-01-25,31.54,paid
433,41,2025-02-24,31.54,paid
434,41,2025-03-26,31.54,paid
435,41,2025-04-25,31.54,paid
436,41,2025-05-25,31.54,paid
437,41,2025-06-24,31.54,paid
438,41,2025-07-24,31.54,paid
439,41,2025-08-23,31.54,paid
440,41,2025-09-22,31.54,paid
441,41,2025-10-22,31.54,paid
442,41,2025-11-21,31.54,paid
443,41,2025-12-21,31.54,paid
444,42,2025-07-08,46.2,paid
445,42,2025-08-07,46.2,paid
446,42,2025-09-06,46.2,paid
447,42,2025-10-06,46.2,failed
448,42,2025-11-05,46.2,paid
449,42,2025-12-05,46.2,paid
450,43,2025-05-27,40.15,paid
451,43,2025-06-26,40.15,paid
452,43,2025-07-26,40.15,paid
453,43,2025-08-25,40.15,paid
454,43,2025-09-24,40.15,paid
455,43,2025-10-24,40.15,paid
456,43,2025-11-23,40.15,paid
457,43,2025-12-23,40.15,paid
458,44,2024-09-16,34.03,paid
459,44,2024-10-16,34.03,paid
460,44,2024-11-15,34.03,paid
461,44,2024-12-15,34.03,paid
462,44,2025-01-14,34.03,paid
463,44,2025-02-13,34.03,paid
464,44,2025-03-15,34.03,paid
465,44,2025-04-14,34.03,paid
466,44,2025-05-14,34.03,paid
467,44,2025-06-13,34.03,paid
468,44,2025-07-13,34.03,paid
469,44,2025-08-12,34.03,paid
470,44,2025-09-11,34.03,paid
471,44,2025-10-11,34.03,paid
472,44,2025-11-10,34.03,paid
473,44,2025-12-10,34.03,paid
474,45,2024-02-19,32.56,paid
475,45,2024-03-20,32.56,paid
476,45,2024-04-19,32.56,paid
477,45,2024-05-19,32.56,paid
478,45,2024-06-18,32.56,paid
479,45,2024-07-18,32.56,paid
480,45,2024-08-17,32.56,paid
481,45,2024-09-16,32.56,paid
482,45,2024-10-16,32.56,paid
483,45,2024-11-15,32.56,paid
484,45,2024-12-15,32.56,paid
485,45,2025-01-14,32.56,paid
486,45,2025-02-13,32.56,paid
487,45,2025-03-15,32.56,paid
488,45,2025-04-14,32.56,paid
489,45,2025-05-14,32.56,paid
490,45,2025-06-13,32.56,paid
491,45,2025-07-13,32.56,paid
492,45,2025-08-12,32.56,paid
493,45,2025-09-11,32.56,paid
494,45,2025-10-11,32.56,paid
495,45,2025-11-10,32.56,paid
496,45,2025-12-10,32.56,paid
497,46,2025-12-10,42.47,paid
498,47,2024-11-21,35.18,paid
499,47,2024-12-21,35.18,paid
500,47,2025-01-20,35.18,paid
501,47,2025-02-19,35.18,paid
502,47,2025-03-21,35.18,paid
503,47,2025-04-20,35.18,failed
504,47,2025-05-20,35.18,paid
505,47,2025-06-19,35.18,paid
506,47,2025-07-19,35.18,paid
507,47,2025-08-18,35.18,failed
508,47,2025-09-17,35.18,paid
509,47,2025-10-17,35.18,paid
510,47,2025-11-16,35.18,paid
511,47,2025-12-16,35.18,paid
512,48,2025-10-14,27.67,paid
513,48,2025-11-13,27.67,paid
514,48,2025-12-13,27.67,paid
515,49,2025-05-10,56.18,paid
516,49,2025-06-09,56.18,paid
517,49,2025-07-09,56.18,paid
518,49,2025-08-08,56.18,paid
519,49,2025-09-07,56.18,paid
520,49,2025-10-07,56.18,paid
521,49,2025-11-06,56.18,paid
522,49,2025-12-06,56.18,paid
523,50,2025-07-22,40.61,paid
524,50,2025-08-21,40.61,paid
525,51,2025-07-09,43.33,paid
526,51,2025-08-08,43.33,paid
527,51,2025-09-07,43.33,paid
528,51,2025-10-07,43.33,paid
529,51,2025-11-06,43.33,paid
530,51,2025-12-06,43.33,paid
531,52,2024-05-22,39.78,paid
532,52,2024-06-21,39.78,paid
533,52,2024-07-21,39.78,paid
534,52,2024-08-20,39.78,paid
535,52,2024-09-19,39.78,paid
536,52,2024-10-19,39.78,paid
537,52,2024-11-18,39.78,paid
538,52,2024-12-18,39.78,paid
539,52,2025-01-17,39.78,paid
540,52,2025-02-16,39.78,paid
541,52,2025-03-18,39.78,paid
542,52,2025-04-17,39.78,paid
543,52,2025-05-17,39.78,paid
544,52,2025-06-16,39.78,paid
545,52,2025-07-16,39.78,paid
546,52,2025-08-15,39.78,paid
547,52,2025-09-14,39.78,paid
548,52,2025-10-14,39.78,paid
549,52,2025-11-13,39.78,paid
550,52,2025-12-13,39.78,paid
551,53,2024-09-23,39.6,paid
552,53,2024-10-23,39.6,paid
553,53,2024-11-22,39.6,paid
554,53,2024-12-22,39.6,paid
555,53,2025-01-21,39.6,paid
556,53,2025-02-20,39.6,paid
557,53,2025-03-22,39.6,paid
558,53,2025-04-21,39.6,paid
559,53,2025-05-21,39.6,paid
560,53,2025-06-20,39.6,paid
561,53,2025-07-20,39.6,paid
562,53,2025-08-19,39.6,paid
563,53,2025-09-18,39.6,paid
564,53,2025-10-18,39.6,paid
565,53,2025-11-17,39.6,paid
566,53,2025-12-17,39.6,paid
567,54,2024-12-07,45.27,paid
568,54,2025-01-06,45.27,paid
569,54,2025-02-05,45.27,paid
570,54,2025-03-07,45.27,paid
571,54,2025-04-06,45.27,paid
572,54,2025-05-06,45.27,paid
573,54,2025-06-05,45.27,paid
574,54,2025-07-05,45.27,paid
575,54,2025-08-04,45.27,paid
576,54,2025-09-03,45.27,paid
577,54,2025-10-03,45.27,paid
578,54,2025-11-02,45.27,paid
579,54,2025-12-02,45.27,paid
580,55,2024-12-29,26.4,paid
581,55,2025-01-28,26.4,paid
582,55,2025-02-27,26.4,paid
583,55,2025-03-29,26.4,paid
584,55,2025-04-28,26.4,paid
585,55,2025-05-28,26.4,paid
586,55,2025-06-27,26.4,paid
587,55,2025-07-27,26.4,paid
588,55,2025-08-26,26.4,paid
589,55,2025-09-25,26.4,paid
590,55,2025-10-25,26.4,paid
591,55,2025-11-24,26.4,paid
592,55,2025-12-24,26.4,paid
593,56,2024-02-02,32.34,paid
594,56,2024-03-03,32.34,paid
595,56,2024-04-02,32.34,paid
596,56,2024-05-02,32.34,paid
597,56,2024-06-01,32.34,paid
598,56,2024-07-01,32.34,paid
599,56,2024-07-31,32.34,paid
600,56,2024-08-30,32.34,paid
601,56,2024-09-29,32.34,paid
602,56,2024-10-29,32.34,paid
603,56,2024-11-28,32.34,paid
604,56,2024-12-28,32.34,paid
605,56,2025-01-27,32.34,paid
606,56,2025-02-26,32.34,paid
607,56,2025-03-28,32.34,paid
608,56,2025-04-27,32.34,paid
609,56,2025-05-27,32.34,paid
610,56,2025-06-26,32.34,paid
611,56,2025-07-26,32.34,paid
612,56,2025-08-25,32.34,paid
613,56,2025-09-24,32.34,paid
614,56,2025-10-24,32.34,paid
615,56,2025-11-23,32.34,paid
616,56,2025-12-23,32.34,paid
617,57,2025-02-03,44.78,paid
618,57,2025-03-05,44.78,paid
619,57,2025-04-04,44.78,paid
620,57,2025-05-04,44.78,paid
621,57,2025-06-03,44.78,paid
622,57,2025-07-03,44.78,paid
623,57,2025-08-02,44.78,paid
624,57,2025-09-01,44.78,paid
625,57,2025-10-01,44.78,paid
626,57,2025-10-31,44.78,paid
627,57,2025-11-30,44.78,paid
628,57,2025-12-30,44.78,paid
629,58,2024-04-22,51.82,paid
630,58,2024-05-22,51.82,paid
631,58,2024-06-21,51.82,paid
632,58,2024-07-21,51.82,paid
633,58,2024-08-20,51.82,paid
634,58,2024-09-19,51.82,paid
635,58,2024-10-19,51.82,paid
636,58,2024-11-18,51.82,paid
637,58,2024-12-18,51.82,paid
638,58,2025-01-17,51.82,paid
639,58,2025-02-16,51.82,paid
640,58,2025-03-18,51.82,paid
641,58,2025-04-17,51.82,paid
642,58,2025-05-17,51.82,paid
643,58,2025-06-16,51.82,paid
644,58,2025-07-16,51.82,paid
645,58,2025-08-15,51.82,paid
646,58,2025-09-14,51.82,paid
647,58,2025-10-14,51.82,paid
648,58,2025-11-13,51.82,paid
649,58,2025-12-13,51.82,paid
650,59,2025-06-27,33.32,paid
651,59,2025-07-27,33.32,paid
652,59,2025-08-26,33.32,paid
653,59,2025-09-25,33.32,paid
654,59,2025-10-25,33.32,paid
655,59,2025-11-24,33.32,paid
656,59,2025-12-24,33.32,paid
657,60,2025-05-14,51.15,paid
658,60,2025-06-13,51.15,paid
659,60,2025-07-13,51.15,failed
660,60,2025-08-12,51.15,paid
661,60,2025-09-11,51.15,paid
662,60,2025-10-11,51.15,paid
663,60,2025-11-10,51.15,paid
664,60,2025-12-10,51.15,paid
665,61,2025-11-05,43.11,paid
666,61,2025-12-05,43.11,paid
667,62,2025-06-28,40.28,paid
668,62,2025-07-28,40.28,paid
669,62,2025-08-27,40.28,paid
670,62,2025-09-26,40.28,paid
671,62,2025-10-26,40.28,paid
672,62,2025-11-25,40.28,paid
673,62,2025-12-25,40.28,paid
674,63,2024-09-25,39.29,paid
675,63,2024-10-25,39.29,paid
676,63,2024-11-24,39.29,paid
677,63,2024-12-24,39.29,paid
678,63,2025-01-23,39.29,paid
679,64,2025-12-08,37.78,paid
680,65,2024-10-27,43.2,paid
681,65,2024-11-26,43.2,paid
682,65,2024-12-26,43.2,paid
683,66,2024-08-26,25.05,paid
684,66,2024-09-25,25.05,paid
685,66,2024-10-25,25.05,paid
686,66,2024-11-24,25.05,paid
687,66,2024-12-24,25.05,paid
688,67,2025-10-23,36.6,paid
689,67,2025-11-22,36.6,paid
690,67,2025-12-22,36.6,paid
691,68,2024-09-27,36.26,paid
692,68,2024-10-27,36.26,paid
693,68,2024-11-26,36.26,paid
694,68,2024-12-26,36.26,paid
695,68,2025-01-25,36.26,paid
696,68,2025-02-24,36.26,paid
697,68,2025-03-26,36.26,paid
698,68,2025-04-25,36.26,paid
699,68,2025-05-25,36.26,paid
700,68,2025-06-24,36.26,paid
701,68,2025-07-24,36.26,paid
702,68,2025-08-23,36.26,paid
703,68,2025-09-22,36.26,failed
704,68,2025-10-22,36.26,paid
705,68,2025-11-21,36.26,paid
706,68,2025-12-21,36.26,paid
707,69,2024-02-25,51.96,paid
708,69,2024-03-26,51.96,paid
709,69,2024-04-25,51.96,paid
710,69,2024-05-25,51.96,paid
711,69,2024-06-24,51.96,paid
712,69,2024-07-24,51.96,paid
713,69,2024-08-23,51.96,paid
714,69,2024-09-22,51.96,paid
715,69,2024-10-22,51.96,paid
716,69,2024-11-21,51.96,paid
717,69,2024-12-21,51.96,paid
718,69,2025-01-20,51.96,paid
719,69,2025-02-19,51.96,paid
720,69,2025-03-21,51.96,paid
721,69,2025-04-20,51.96,paid
722,69,2025-05-20,51.96,paid
723,69,2025-06-19,51.96,paid
724,69,2025-07-19,51.96,paid
725,69,2025-08-18,51.96,paid
726,69,2025-09-17,51.96,paid
727,69,2025-10-17,51.96,paid
728,69,2025-11-16,51.96,paid
729,69,2025-12-16,51.96,paid
730,70,2024-12-09,35.52,paid
731,70,2025-01-08,35.52,paid
732,70,2025-02-07,35.52,paid
733,71,2025-08-04,38.43,paid
734,71,2025-09-03,38.43,paid
735,71,2025-10-03,38.43,paid
736,71,2025-11-02,38.43,paid
737,71,2025-12-02,38.43,paid
738,72,2024-05-18,35.24,paid
739,72,2024-06-17,35.24,paid
740,72,2024-07-17,35.24,paid
741,72,2024-08-16,35.24,paid
742,72,2024-09-15,35.24,paid
743,72,2024-10-15,35.24,paid
744,72,2024-11-14,35.24,paid
745,72,2024-12-14,35.24,paid
746,72,2025-01-13,35.24,paid
747,72,2025-02-12,35.24,paid
748,72,2025-03-14,35.24,paid
749,72,2025-04-13,35.24,paid
750,72,2025-05-13,35.24,paid
751,72,2025-06-12,35.24,paid
752,72,2025-07-12,35.24,paid
753,72,2025-08-11,35.24,failed
754,72,2025-09-10,35.24,paid
755,72,2025-10-10,35.24,paid
756,72,2025-11-09,35.24,paid
757,72,2025-12-09,35.24,paid
758,73,2024-12-04,30.49,paid
759,73,2025-01-03,30.49,paid
760,73,2025-02-02,30.49,paid
761,73,2025-03-04,30.49,paid
762,73,2025-04-03,30.49,paid
763,73,2025-05-03,30.49,paid
764,73,2025-06-02,30.49,paid
765,73,2025-07-02,30.49,paid
766,73,2025-08-01,30.49,paid
767,73,2025-08-31,30.49,paid
768,73,2025-09-30,30.49,paid
769,73,2025-10-30,30.49,paid
770,73,2025-11-29,30.49,paid
771,73,2025-12-29,30.49,paid
772,74,2024-04-04,35.2,paid
773,74,2024-05-04,35.2,paid
774,74,2024-06-03,35.2,paid
775,74,2024-07-03,35.2,paid
